,mean,std,missing_pct
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_F1_(Raw),314.86321043726065,4.349558355483683,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_F1_Brightness_Temperature,0.7722498538454002,0.05548489929507513,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_F2_(Raw),299.2933840947547,3.524659056502966,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_F2_Brightness_Temperature,0.9393052343476711,0.014026450288325592,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_False_Color,0.29191222919761334,0.10306731559998232,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S1_(Raw),0.17106794427998934,0.07132480664385397,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S1_Reflectance_,0.17106794427998934,0.07132480664385397,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S2_(Raw),0.16490421626511712,0.07862725418673319,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S2_Reflectance_,0.16490421626511712,0.07862725418673319,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S3_(Raw),0.2335297841909342,0.08245385288164872,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S3_Reflectance_,0.2335297841909342,0.08245385288164872,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S4_(Raw),0.0011468847126191112,0.0007542442898939062,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S4_Reflectance_,0.0011468847126191112,0.0007542442898939062,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S5_(Raw),0.18383436997087896,0.07983137986346113,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S5_Reflectance_,0.18383436997087896,0.07983137986346113,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S6_(Raw),0.13499565930679489,0.06578480914704546,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S6_Reflectance_,0.13499565930679489,0.06578480914704546,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S7_(Raw),311.87473595155404,0.8360124567018078,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S7_Brightness_Temperature_,0.8106406965874078,0.010818955493863438,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S8_(Raw),299.3053513224686,3.218103376622378,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S8_Brightness_Temperature_,0.9395549066604327,0.012642727965549948,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S9_(Raw),296.476189331196,3.1793481826526886,0.0
2021_07_24_00_00_2021_07_24_23_59_Sentinel_3_SLSTR_S9_Brightness_Temperature_,0.9506257720936859,0.011381016437770206,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_False_color,0.44684912163505214,0.14961818695912363,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_False_color_urban,0.38355372250423014,0.11240665051149223,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_Highlight_Optimized_Natural_Color_,0.3258899698668626,0.12130156775209006,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_Moisture_index,0.5120522098273221,0.4507784822114182,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_NDSI,0.2894163549737287,0.11817497861183017,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_NDVI,0.5957493988779055,0.2987132806685576,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_NDWI,0.7598736428479829,0.17354620873392906,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_SWIR,0.38355372250423014,0.11240665051149223,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_Scene_classification_map_,0.8315995525042301,0.36410058530442513,0.0
2021_08_25_00_00_2021_08_25_23_59_Sentinel_2_L2A_True_color,0.5413489406474308,0.12381011869696895,0.0
Average_Building_Height_1000m,56.318206333046575,21.700467752545293,0.0
Average_Building_Height_100m,61.11884170659097,50.913720831683676,0.0
Average_Building_Height_10m,1.1719635742434769,11.696943419188116,0.0
Average_Building_Height_150m,59.35041653921685,40.88043724139572,0.0
Average_Building_Height_200m,59.017864524542965,38.785105909145585,0.0
Average_Building_Height_20m,6.25373710138926,25.375164136135275,0.0
Average_Building_Height_300m,58.490730836326655,33.45443551149042,0.0
Average_Building_Height_400m,58.81009304318818,31.181779088443637,0.0
Average_Building_Height_500m,58.69683822055124,28.35554199388592,0.0
Average_Building_Height_50m,49.63581947539763,56.42365235316288,0.0
Average_Building_Height_750m,57.389109843089315,23.840780406862905,0.0
Fine particles (PM 2.5),8.882343337224508,0.2650283185239436,0.0
Income_1000m,38595.65804156559,36776.60404757196,0.0
Income_300m,37292.61110252837,41451.48968653142,0.0
Income_500m,38747.084147913796,40358.19196939938,0.0
L8_ST_B10_C,-128.41327069844152,1.7490182557940965,0.0
L8_ST_B10_raw,42345.1967227714,511.7050967346047,0.0
Nitrogen dioxide (NO2),15.065752367703267,1.2813982640535366,0.0
Ozone (O3),28.64052305075608,0.6497103350406352,0.0
Pop_1000m,142424.39585003117,46418.95827869039,0.0
Pop_300m,12938.425505387835,8014.105763676285,0.0
Pop_500m,35981.900347314986,16498.835751028913,0.0
Rating_B,7.111600914299226,1.968686854993418,0.0
Tallest_Building_1000m_HEIGHT,377.9871338958589,284.9292060556491,0.0
Tallest_Building_100m_HEIGHT,147.45578875776027,117.60826812431421,0.0
Tallest_Building_10m_HEIGHT,26.237000401984147,59.13272164634365,0.0
Tallest_Building_150m_HEIGHT,173.84659583230118,133.2276655178146,0.0
Tallest_Building_200m_HEIGHT,194.68226731089055,149.38053686883757,0.0
Tallest_Building_20m_HEIGHT,62.72627793900169,77.64378007570808,0.0
Tallest_Building_300m_HEIGHT,228.50545462347844,169.46909628468404,0.0
Tallest_Building_400m_HEIGHT,258.2332159538267,187.29577915377416,0.0
Tallest_Building_500m_HEIGHT,283.38347130013267,207.9647769884142,0.0
Tallest_Building_50m_HEIGHT,112.60124612950841,102.26637213094894,0.0
Tallest_Building_750m_HEIGHT,340.4058640448277,250.73566363058364,0.0
Traffic_Volume_Avg,33.51576399614391,16.445849104245116,0.0
Traffic_Volume_max,59.76916911568261,25.259595711038447,0.0
Traffic_Volume_med,34.64248820019592,15.673953826103743,0.0
Traffic_Volume_min,15.984237242853327,19.820638131454345,0.0
Width,42.55715275922522,15.884554955781265,0.0
_AvgTemp_ 6,28.464964910315256,0.8462512939428052,0.0
_AvgTemp_ 7,29.757934875297,0.8383912161680506,0.0
_AvgTemp_ 8,29.916252145162527,0.8566881682183005,0.0
_MaxTemp_ 6,36.63210595685012,1.842253821867789,0.0
_MaxTemp_ 7,37.57034755360941,1.6759873985349065,0.0
_MaxTemp_ 8,37.34443981985306,1.5382868426576108,0.0
_MinTemp_ 6,17.572455934533796,0.46714762480282446,0.0
_MinTemp_ 7,22.037863477266008,0.25688318955642725,0.0
_MinTemp_ 8,21.456237033435748,0.5619379015758155,0.0
_StdTemp_ 6,4.496070221508505,0.3265542454389841,0.0
_StdTemp_ 7,3.275440866235729,0.30062837725238317,0.0
_StdTemp_ 8,4.134461471931962,0.4027057525570892,0.0
_UHI_ 6,1.0048918627295396,0.02987500752442082,0.0
_UHI_ 7,0.9996890359958143,0.02816494186454705,0.0
_UHI_ 8,0.9980744063417936,0.028581071236316254,0.0
air_density,1.2335439407605306,0.0017305516683772245,0.0
air_temp_surface,27.05793789111319,0.3634556817762297,0.0
bachelor_degree,780.344019948348,831.9155929531585,0.0
black_alone,1196.8768367619557,1089.0203429352373,0.0
building_count_1000m,433.0056995280078,205.42609484895183,0.0
building_count_100m,7.802742897853771,5.042781664040338,0.0
building_count_10m,0.4615727135096625,0.5550131527630338,0.0
building_count_150m,14.472526493899723,9.062398848609913,0.0
building_count_200m,23.723038560869178,14.034236758108378,0.0
building_count_20m,1.1788226912458812,0.9145405400291551,0.0
building_count_300m,47.35791254786713,25.7296246867711,0.0
building_count_400m,79.0614480363345,40.66870197519095,0.0
building_count_500m,118.52551429334758,57.90617444799444,0.0
building_count_50m,3.090658117374655,1.9654050645435768,0.0
building_count_750m,249.94389527117286,114.87889204450357,0.0
crowded_households,9.207587496660432,23.301731874844112,0.0
disability,4825.956630154065,3039.637752548125,0.0
dist_to_park,137.17410453154494,123.9167581476305,0.0
dist_to_road,14.589204848802567,46.02322457694351,0.0
dist_to_water,499.58623121644,327.0124195192448,0.0
elevation,23.971146139460327,14.658354411623073,0.0
foreign_born,1383.1342951286847,1040.71237409279,0.0
gross_rent,1660.5617062961971,711.7236124417358,0.14133048356932942
high_school_grad,504.6867040698192,390.08138690049594,0.0
household_size,2.4227876035265834,0.40533301592288856,0.13910410544126814
housing_units,2261.3183720723127,1669.5093000835952,0.0
interaction_building_count_100m_building_count_150m,154.88725621159497,205.5593603545026,
interaction_building_count_10m_building_count_100m,4.3928221569151304,6.893124400921449,
interaction_building_count_10m_building_count_150m,7.93205093953157,12.22612748764035,
interaction_building_count_10m_building_count_20m,0.7873363612075875,1.200142463880462,
interaction_building_count_10m_building_count_50m,1.7942826609671387,2.7410636768900583,
interaction_building_count_20m_building_count_100m,11.51856799358803,13.520364835345157,
interaction_building_count_20m_building_count_150m,20.604773354706563,23.504033990695625,
interaction_building_count_20m_building_count_50m,4.745391397274913,5.454030075900643,
interaction_building_count_50m_building_count_100m,31.906759283996795,38.038443345597884,
interaction_building_count_50m_building_count_150m,56.90524534686971,64.93387827910553,
labor_force,2467.830617152017,1769.4197926298484,0.0
landuse_commercial_ratio_1000m,0.0005228832436548224,0.0036777829341033204,0.0
landuse_commercial_ratio_100m,2.238847030011577e-05,0.0008105791921556444,0.0
landuse_commercial_ratio_200m,7.24408000712441e-05,0.0014026991093381764,0.0
landuse_commercial_ratio_500m,7.033406518835159e-05,0.0005610718063301542,0.0
landuse_forest_ratio_1000m,0.00040286846285207944,0.0010405107615468721,0.0
landuse_forest_ratio_100m,0.0005644350931516608,0.0054420231091606135,0.0
landuse_forest_ratio_200m,0.0006183858372962864,0.004009324984363345,0.0
landuse_forest_ratio_500m,0.0004709150987621338,0.001963431400873726,0.0
landuse_grass_ratio_1000m,0.01330953553326209,0.01401790326955049,0.0
landuse_grass_ratio_100m,0.01230520951863335,0.041357503771542986,0.0
landuse_grass_ratio_200m,0.013842554783800873,0.035804591899996546,0.0
landuse_grass_ratio_500m,0.012819796867655178,0.0193827725857083,0.0
landuse_industrial_ratio_1000m,0.006505861054751091,0.02734588279792612,0.0
landuse_industrial_ratio_100m,0.0032775803022530945,0.03168425602497609,0.0
landuse_industrial_ratio_200m,0.004797182876836763,0.037024265093195965,0.0
landuse_industrial_ratio_500m,0.0062519125091281495,0.037283298975975314,0.0
landuse_residential_ratio_1000m,0.055940937465139375,0.047586154906180046,0.0
landuse_residential_ratio_100m,0.043323371823585706,0.12017869479741988,0.0
landuse_residential_ratio_200m,0.0512002925155045,0.11436487042617992,0.0
landuse_residential_ratio_500m,0.05137005696672082,0.07195143414644854,0.0
landuse_retail_ratio_1000m,0.0006767535882981566,0.0033142455253387664,0.0
landuse_retail_ratio_100m,2.0928748063051028e-05,0.0004200956841813875,0.0
landuse_retail_ratio_200m,0.0006296812006411969,0.009281207720406623,0.0
landuse_retail_ratio_500m,0.0009411625484014606,0.007225214269392709,0.0
lst_value,36.90114605345445,2.460982124670672,0.0
lst_value_ndvi,0.241176071691424,0.19552085516755213,0.0
median_home_value,811207.1653219344,511954.3273743232,0.4011042835515184
median_income,72029.0517410277,54644.50422964465,0.14008371181761511
nclimgrid_band1,227.2013996254342,4.6482775511666805,0.11452489090747173
nclimgrid_band2,20.371829075500937,0.316196044947051,0.11452489090747173
nclimgrid_band3,29.14620849361475,0.09681222937690623,0.11452489090747173
